ward	name
1 -	Maharage Josep Antoni Perera
2 -	Maharage Egnashes Shlani perara
3 -	Thueyahandi Ravindra Padeep Pushpa Kumara De Silva
4 -	Thalpe Leyanage Manoj Dhanuska
5 - EKALA	Agampodi Sanjaya De Soysa
6 - NIWANDAMA	Hatiarachige Shrimathi Devika Thisera
7 -	Wellage Namal Rosan Perera
8 - ALEXANDRA ESTATE	Muthumuni Kusumlatha Silva
9 -	Amarasinge Supun Sandaruwan Perera
10 -	Mellawa Thantreege Nelson Jayantha Perera
11 - DOLAHENA	Sanjeewa Godakanda Mudiyansalage
12 - POLPITIMOOKALANA	Alagiyadura Sisiliya Kusumkanthi Frnanando
13 - BATUWATHTHA	Lokubalasooriya Appuhamilage Don Kalyani Lokubalasooriya
14 - NARANGODAPALUWA	Kankanange Thushara Sampath
15 -	Pincha Dewage Nalin Chaminda Rupashinghe
16 -	Ethige Sriyal Asala Silva
17 -	Weliweriya Mahavidanelage Thushan Rondli Perera
18 - RILAULLA	Kaluarachige Morid Nadimal Srikantha Perera
19 -	Mellawa Archichge Don Prasanna Indika
20 -	Hewage Nishantha Priyankara Fernando
21 - JAYASAMARUGAMA	Niranjan Seviyer
22 -	Hidadura Ajantha Thushara Mendis
23 -	Ethige Roshan Ronald Silva
24 -	Konganige Duminda Filishiyan Antony
25 -	Athige Rasika Mohan Silva
26 - DAMBUWA	Nissanka Arachige Anura Jayantha De Silva
