ward	name
1 - Danketiya Uthura	Kankanam Arachchige Chandana
1 - Danketiya Uthura	Abesinghe Kodippili Patabendige Vijith Chandima Abesinghe
2 - Danketiya dakuna	Koggala Hewage Gunarathna
3 - Madaketiya	Elgiriya Gamage Neela Priyanka
3 - Madaketiya	Siril Wikramasooriya
4 - Idipokunagoda Uthura	Vimal Hewa Dunuwila
5 - Idepokunagoda mathyama	Wengappuli Arachchige Gayan Samidda
6 - Idepokunagoda dakuna	Abeydeera Seena Patabendige Wilfred
7 - kotuweygoda	Denagama Vitharanage Ganesh Priyankara
8 - pallikkudawa	Mohamad Alawudeen Mohamad Shirash
8 - pallikkudawa	-
