ward	name
1 - Mahakele	Marabage Priyantha Indrajith Marabage
2 - kandakepoo Ulpotha	Rathnayaka Mudiyanselage Amara Kanthi
3 - Baduluoya	Dissanayaka Mudiyanselage Ruwan Chamara Dissanayaka
4 - Kandaketiya	Nawarathna Mudiyanselage Wijepala
5 - Kivulegedara	Herath Mudiyanselage Rajapaksha
6 - Muadagamuwa	Uthum Pulli Dewayalage Abeysingha
7 - Maliyadda	Weerasingha Mudiyanselage Tikiribanda
8 - Godunna	Wijesingha Mudiyanselage Wickramarathna
9 - Galauda	Rathnayaka Mudiyanselage Jayathilaka
10 - Bokanoruwa	Siwalingam Nageswaran
