ward	name
1 -	Hettiarachchige Tharindu Ransara Perera
2 -	Aiyakannu Sundararaj Jeewaraja
2 -	Bellanage Sanjeewa Sampath Kumara
3 -	Pelenda Vithanage Chathuranga Mahesh Vithana
4 -	Amunewaththa Urumoosuge Shashika Dilantha Keerthirathna
5 -	Don wasantha Renuka Priyadarshana Jayawardhana
6 -	Galpayage Don Sunilchandra Galpaya
7 -	Gamaethige Anura
8 -	Kanthi Kusumlatha Kulasekara
9 -	Habarakadage Lakmal Karunathilaka
10 -	Wikkramaarachchige Don Susantha
11 -	Kumbalathara Arachchige Don Samaraweera
12 -	Lashini Sithara Madarasinghe
13 -	Abeysinghe Arachchige Sujith Wasantha
