ward	name
1 - Galphilla	Rajapaksha Gedara Wimal Rajapaksha
2 - Nrmpnawa	Molligoda Liyanage Subas Ekanayaka Narampanawa
3 - Maluwagama	Polwatte Hewa Shyama Ranjara Akmeemana
4 - Deliwalatna	Edirisinghe Gedara Kelum Raja Kumarasiri Edirisinghe
5 - Udagama	Ihagama Godapalathenne Gedara Gamini Rajapaksha
6 - Hurekaduwa	Kirigeegana Patabendige Chinthaka Nalinda Silva
7 - Menikhinna	Suduhakure Gedara Nimal Ariyarathne
8 - Malpana	Peramuni Kankananlage Nishshanka
9 - Kubukkadura	Gunasinghe Arachchige Swarna Nirmali
10 - Rajawlla	Kamburadeniya Rathnayaka Mudiyanselage Indra Kumari Rathnayake
11 - Wejyasrigama	Uduwarage Don Dharmasinghe
12 - Abakote	Rathnayake Mudiyanselage Udapele Gedara Nilmini Kumari Rathnayake
13 - Balagolla	Abekoon Mudiyanselage Kernal Manjula Bandara
14 - Kanglla	Wiswanadan Sasi Kumar
15 - Kundasale South Nituletenna	Wijebahu Mudiyanselage Asitha Bandara
15 - Kundasale South Nituletenna	Muthukuda Arachchige Thusith Kuamara
16 - Dambarawa	Kankanigedara Sanjeewa Asith Jayathilaka
17 - Amunugama	Meegahakotuwe Gedara Priyantha Bandara Meegahakotuwa
18 - Gunapana	Don Sarath Premajayantha
19 - Gabadagama	Ekanayake Walawwe Dinushka Mohan Bandara
20 - Serimalwtta	Withana Arachchilage Ranjani Perera
21 - Degaldoruwa	Rathnayake Mudiyanselage Poojitha Dulman Rathnayake
22 - Mahawtta	Ankili Pitiye Gedara Sanath Kumara Jayalath
23 - Glmaduwa	Gajanayake Mudiyanselage Kavidu Chandika Gajanayake
24 - Kundasalya north	Herath Mudiyanselage Lakshman Wijerathna
