ward	name
1 - Bisopura	Koonara Mudiyanselage Sajith Ruwan Bandara
2 - Jayathugama	Kankanam Pathirannehelage Chaminda Bandara
3 - Meegaswewa	UkkuBandage Madusanka Kumara
4 - Palliyagodella	Rafaideen Aswardeen
5 - Ambagaswewa	Welagedara Poorna Aminda Welagedara
6 - Bisobandaragama	Siddapura Dewage Nimal Wijesingha
7 - Nawanagaraya	Ul Adu Pitiye Patabedi Gedara Badrawathi
8 - Meniksorowwa	Rajapaksha Mudiyanselage Sumana Rajapaksha
9 - Bisobandara	Mahaliyanage Piyathilaka
10 - Medirigiriya	Herath Mudiyanselage Sandun Sanjeewa Bandara
11 - Perakumpura	Pahan Thihage Priyanga Sisira Kumara Dabare
12 - Diyasenpura	Karunanayaka Mudiyanselage Siriyawathi Karunanayaka
13 - Jayagampura	Lokuketiya Pege Lalith Pushpa Kumara
14 - Wijayapura	Adhikari Gedara Upali Rathna
15 - Thalakolawewa	Bedde Kankanamge Don Upali Gajanayaka
16 - Kusumpokuna	Herath Mudiyaselage Premajayanta Herath
17 - Diulankadawala	Herath Mudiyanselage Nawarathna Banda
18 - Yudhaganawa	Menik Arachchilage Chaminda Pushpakumara
19 - Weheragala	Puwakgaswaththe Gedara Wijerathna Bandara
