ward	name
1 - Makulewa	Dissanayake Ariyadasage Niranjala Kanthilanka Dissanayake
2 - Hurigaswewa	Sri Narayana Gamladdalage Samantha Abewardena
3 - Kalankuttiya	Dissanayake Mudianselage Rohana Dissanayake
4 - Karuwalagaswewa	Anura Bandara Madugalla
5 - Bulnewa	Ekanayake Mudyanselage Dammika Bandara
6 - Siyambalewa	Dasanayake Mudiyanselage Mahesh Bandara Dasanayake
7 - Galnewa	Handunkiri Kumarasingha Mudianselage Dhanapala Kumarasinghe
8 - Awukana	Herath Mudiyanselage Ekanayaka
9 - Negama	Mohammadu Mansoor Mohammadu Manasir
10 - Siyambalangamuwa	Dissanayake Mudiyanselage Tissa Dissanayake
