ward	name
1 - Ambanpitiya Nagarikaya	Panapage Prabhath Samira Perera
2 - Habudugala	Thirimanna Hettige Don Lasantha Nevil
3 - Anguruwella	Kurumba Pitiyalage Lal Ananda Santha Kumara
4 - Wewaladeniya	Galappaththi Kankanamalage Samarasingha
5 - Olagama	Warakapitiya Mudiyanselage Senarath Saman Bandara Meerihella
6 - Kurunduhinna	Patikiri Arachchillage Charith Rangana Perera
7 - Madeyawa	Katri Achchige Rasika Idunil Perera
8 - Meepitiya	Suduhakuruge Wathsala Lakmali Pushpa Kumari
9 - Nilmalgoda	Halaawath Mudiyanselage Dinidu Prabhath Ranasingha
10 - Pitihuma	Kalanchi Appulage Mihindra Dhammika Kumari Senani
11 - Gangoda	Gamaralalage Saman Gunasekara
12 - Rockhill	Alankarayalage Jayantha
