ward	name
1 - Angulana	Ponna Hannadige Mahesh Rukmal Dias
2 - Kaldemulla	Sinhara Thomson Wijesiri Silva
3 - Borupana	Ananda Sarath Munasinghe
4 - Thelawala	Pihimbiyage Asoka Indrathilaka Fernando
5 - Soisapura	Omanthage Dinushi Kaushalya Perera
6 - Lakshapathiya North	Goniya Malimage Suranga Nishantha Aponsu
7 - Uyana	Palamandadige Yasantha Ransiri Fernando
8 - Lakshapathiya South	Samarakoon Vidana Muhandiramge Nisha Irani Wijewikrama
9 - Katubedda North	Kolompura Dewage Anura Fernando
10 - Katubedda South	Berugoda Arachchige Chandrasoma Aliyas Ajith Chandrasoma
11 - Molpe	Ukwaththage Lalith Fernando
12 - Rawathawatta East	Sellapperumage Khesara Raveendra Fernando
13 - Rawathawatta West	Warnakulasooriya Patabendi Mahakaryakarawanage Rasath Gayantha Wikramasooriya
14 - Idama	Weerahannadige Nilmini Divinishiya Fernando
15 - kadalana	Mahawaththage Priyanath Mackenzie Mendis
16 - Moratumulla West	Balapuwaduge Sudath Jeewan Mendis
17 - Moratumulla	Thanthulage Pubudu Prasanna Fernando
18 - Willorawatta West	Wannakuwaththa Waduge Samanlal Fernando
19 - Willorawatta East	Mahamarakkala Kurukula Sooriya Patabendige Susantha Perera
20 - Indibedda East	Wijerathnage Prinith Krishantha Wijerathne
21 - Indibedda West	Madawanage Thilakasiri Fernando
22 - Moratuwella North	Lekamlage Osanda Harshana Abeykoon
23 - Moratuwella South	Kottawa Singakkarage Chanishaka Prasad Fernando
24 - Koralawella West	Weerahennadige Sameera Wikum Fernando
25 - Koralawella East	Merenyage Philip Francis Fernando
26 - Katukurunda North	Horanage Pradeep Shriyantha Fernando
27 - Katukurunda Suoth	Munindralage Jayamal Shriyarathne
28 - Egoda Uyana North Central	Muthuthanthri Basthiyange Mallika Jayawathi Fernando
29 - Egoda Uyana South	Helessage Ujith Krishantha Kaldera
