ward	name
1 - Angulana	Jayawardhane Weerasinghage Gamini
2 - Kaldemulla	Laththuwahandi Pushpakumara Silva
3 - Borupana	Galpihillage Omesh Chathuranga Wijesinghe
4 - Thelawala	Millaniyage Shyamali Shriyani Peiris
5 - Soisapura	Nallamuththu Kadirgaman Suren Chandra
6 - Lakshapathiya North	Weerakoon Arachchige Sumantha Perera
7 - Uyana	Malimage Asela Malika Fernando
8 - Lakshapathiya South	Sujith Laknath Maddumage
9 - Katubedda North	Wedige Saman Padmalal Fernando
10 - Katubedda South	Wannakuwaththa Waduge Carlo Nihal Suranjith Fernando
11 - Molpe	Jeewana Lahiru Ruwantha Weerasinghe
12 - Rawathawatta East	Philip Buddhika Sri Daham Maththes
13 - Rawathawatta West	Palliya Guruge Nishantha Dinesh Amaraweera
14 - Idama	Goniya Malimage Niroshan Ruwamal Aponsu
15 - kadalana	Mahawaththage Thisara Rasanjana Mendis
16 - Moratumulla West	Uswaththa Liyanage Senaka Damayantha De Silva
17 - Moratumulla	Muthuthanthrige Shiromi Indika Cooray
18 - Willorawatta West	Wannakuwaththa Waduge Subodhaka Chathuranga Fernando
19 - Willorawatta East	Kankanam Gamage Arunajith Weerasiri
20 - Indibedda East	Wannakuwaththawaduge Shriyani Hemalatha Fernando
21 - Indibedda West	Weliwitage Maxi Jerad Fernando
22 - Moratuwella North	Thelge Premalal Peiris
23 - Moratuwella South	Kassapa Migara Salgadu
24 - Koralawella West	Warnakulasooriya Arachchige Don Brendon Himasha Crystalkantha
25 - Koralawella East	Balapuwaduge Laksiri Gayan Mendis
26 - Katukurunda North	Hapuarachchige Athula Chandrakumara Perera
27 - Katukurunda Suoth	Francisco Hettige Harsha Lanka Chandra Silva
28 - Egoda Uyana North Central	Welmillage Dona Ranjala Surangani Jayathunga
29 - Egoda Uyana South	Beminahennedige Sudesh Janaka Peiris
