ward	name
1 - Ganthalawa	Galle Liyanage Hemamali Sanjeewani Rathnasiri
2 - Wanela	Marasingha Mudiyanselage Kasun prabarth
3 - Jayanthipura	Athukoralage Samitha Madusanka
4 - Raja-Ela	Dewakelle Gethara Lasantha Anurudda Bandara
5 - Vendrasanpura	Lakmana Arachchige Sumith Priyakara
6 - Bathiyagama North	Koronchige Renuka Nishanthi
7 - Bathiyagama South	Hetti Arachchige Dimuthu Malaka Sadaruwan
8 - Kanthale	Kanankaralage Gethara Pradeep Kumar Somarathna
9 - Peraru West	Geganage Don Ashitha Aravinda Weerasureya
10 - Peraru East	Karunarathna Thileepan
11 - Raja wewa	Thomsan Mahinda Fernando
12 - Batukachchiya	Idamgama Gedara Danapala
13 - Agbopura	Athukoralage Parbath Chathuranga
