ward	name
1 - Unawatuna	Oleedurage Upulsiri Nishantha Kumara
2 - Maharamba	Wickramasingha Kankanamge Pemasiri
3 - Thalpe	Badulla Waduge Stuward Melan Wickramanayaka
4 - Dodampe	Hadalabage Don Thilak
5 - Meepe	Kariyawasam Thiranagama Gamage Gunasena
6 - Pitidoowa	Ella Mulla Kapuge Sarath Gunendrarathna
7 - Harumalgoda	Juliya Badathuruge Damith Dinendra De Silva
8 - Katukurunda	Gal Bokke Hewage Pemadasa
9 - Koggala	Gal Bokka Hewage Ajantha Nandani
10 - Kathaluwa	Bopage Champika Kumudunie
11 - Welhengoda	Galle Hewage Shamika
12 - Meegahagoda	Ahangama Liyanage Pemarathna Jayawardhana
13 - Nakanda	Nape Vithanage Suraweera
14 - Thadoowa	Borala Liyanage Chandra
15 - Ahangama	Bopage Dharmadasa
