ward	name
1 - Sambaltivu	Balasooriyage Renuka
2 - Puliyankulam	Mohandas Thineskar
2 - Puliyankulam	Kulasooriya Mudiyanselage Kusumawathy
3 - Anbuvalipuram	Lingarasha Krisho Kumar
3 - Anbuvalipuram	Kodikarage Shantha Pradeep Kumara Rupathunga
4 - Andankulam	Punchi Bandage Sriyani
5 - Kanniya	Dassanayaka Arachchige Indika Perera
6 - Kappalthurai	Theldeniye Puran Kumbure gedara Dilsha Sonali Dinushika
7 - Kavaddikuda	Ahangama Withanage Upali
8 - Vellaimanal	Sarathkumara Wasudeva Lorensu Hewa
8 - Vellaimanal	Nizar Muhamed Azath
