ward	name
1 -	Kuruppu Arachchige Shamali Pushpakumari
2 -	Meepa Galkatiya Gamage Nalatha
3 -	Killapanage Don parakum Shanta
4 -	Sunil Wickramasingha
5 -	Thotage Asanka Fernando
6 -	Magalage Raveen Priyantha Perera
7 -	Tuwan Ayub Mohamad
8 -	Rupasingha Arachchige Don Buddhadasa Jayawardhana
8 -	Yukthi Nipuna Liyanage
9 -	Saminda Kushan Suraweera
10 -	Jayasuriya Arachchige Susantha Ajith Kumara Perera
11 - Kawdana East	Nawalage Ranga Deshapriya Dias
12 - Karagampitiya	Mohamad Rafeek Mohamad Inthikaab
13 - Malwaththa	Denipitiyage Amali Prasadini Gunawardhana
14 -	Rajasekaram Udayanath
15 - Mount Lavenia	Tharindu Nilanka Goonalagoda
16 - Kaudana West	Kuruppu Arachchige Rathnawali Karunajeewa
17 - Watarappala	Chulantha Hanil Wickramasingha
18 - Katukurunduwatta	Hembardura Jayantha Gunarathna
18 - Katukurunduwatta	Kananke Acharige Aruna Kularathna
19 - Aththidiya North	Vindhana Edirisooriya
20 - Aththidiya South	Rathnayaka Mudiyanselage Thiwanka Lahiru Rathnayaka
21 - Pirivena	Mawanane Hewa Sujeewa Shamil De Silva
22 - Wathumulla	Don Munasingha Arachchige Vijaya Shantha
23 - Wedikanda	Munasingha Mabarana Priyankara
24 - Vihara	Don Franciskuge Buddika Channa Perara
25 -	Lakshman Wevalwala
26 -	Hapurugala Gamladdalage Lakshman Ananda Gamlath
27 -	Kandage Premasiri
