ward	name
1 -	Hitige Thushara Lakshitha
2 -	Kahandawa Arachchige Deepika Priyangan Karunarathna
3 -	Navullage Shankar Nishantha Perera
4 -	Weerathunga Arachchige Ranjith Lalith De Costa
5 -	Balasooriyage Don Ariyathilaka
6 -	Don Jackson Kulatunge
7 -	Koskolapitiye Gedara Kapila Chaminda
8 -	Walgampalage Thushara Sanjeewa Perera
8 -	Abesinghe Arachchige Osadi Disara
9 -	Kulakulasooriya Chinthaka Benadic Silva
10 -	Sanatha Chandra Samarasekara
11 - Kawdana East	Balapuwaduge Rusith Lahiru Mendis
12 - Karagampitiya	Wannakuwatta Mitiwaduge Pradeep Pushpakumara Fernando
13 - Malwaththa	Bolada Hewage vinee
14 -	Wanasinghe Mudiyanselage Kanthi
15 - Mount Lavenia	Kodithuwakkuge Imesh Samindu
16 - Kaudana West	Kothagoda Asantha Wijerathna
17 - Watarappala	Kehelwattage Upul Indika Krishantha Almeida
18 - Katukurunduwatta	Attanagoda Kankanamge Dilhara Madushani
18 - Katukurunduwatta	Wijesooriya Arachchige Gayashan Buddhika Kumara
19 - Aththidiya North	Kamburugamuwa Loku Acharige Roshan Jayalath
20 - Aththidiya South	Pothupitiyage Nilantha Roshana Pushpakumara Fernando
21 - Pirivena	Kaluhath Jayantha Silva
22 - Wathumulla	Anthonidura Pradeep Thilaksiri De Silva
23 - Wedikanda	Alankarage Nuwan Devapriya Silva
24 - Vihara	Angodage Shelton Susil Kumara Pigera
25 -	Hapange Samyage Silva
26 -	Safiya Begam Najimudeen
27 -	Rajapaksha Liyanage Jayasinghe
