ward	name
1 - Bibila	Ihala gedara Siripala
2 - Bobella	Gabadathara Wickramasinghe Rathnayaka Wasala Mudiyanselage Wasana Tikiri Kumarihami Kirinde
3 - Dambagolla	Aluth Purage Nimal Karunarathna
4 - Koonghawela	Thalgaspitiye Manannala Sudharmi Prema prasanthi Aranayaka
5 - Senagama	Kumburegedara Nimalasiri Bandara
6 - Arangala	Galpothuketiye Gedara Sudath Sisira Kumara Gamage
7 - Naula	Saluwadana Mudiyanselage Ranjith Bandara Saluwadana
8 - Alugolla	Danasekara Mudiyanselage Susil Premarathna
9 - Nalanda	Pallegedara Wansika Jayamini Ranasingha
10 - Lihinipitiya	Galagawagedara Wimaladharma Rathnasooriya
