ward	name
1 - Thennamaravadi	Kayaththu Muhammathu Muhseen
2 - Pulmoddai	Ismayil Saibudeen
3 - Arafathnagar	Aarifeen Asmeer
4 - Thiriyai	Vahartheen Muhammathu Risath
5 - Jayanagar	Abdul Rahuman Sameem
6 - Kuchchaveli	Abdul Sahabdeen Muhammadu Saajith
7 - Kumpurupity	Yogeshwaran Anbarasi
8 - Irakkakandy	Muhammathu Ismayil Muhammathu Saleem
9 - Nilaveli	Mohammed Subair Nisam
10 - Igbalnagar	Abdul Vaahidu Fairoos
