ward	name
1 - Malamura	Gajanayaka Pathirage Vijayalatha
2 - Mapalagama	Sarath Ganewaththa
3 - Parana Thanayamgoda	Wewelwala Hewage Nilantha Kumara
4 - Gammaddegoda	Dines Pushpakumara Godagama
5 - Nagoda	Meththananda Sooriarachchi Samarasingha
6 - Udugama	Hengedara Hewage Gayanthi Kumari
7 - Homadola	Panangala Gamage Ruwan Pradeep
8 - Aluthwatta	Don Dineth Chaminda Samarasekara Karunarathna
9 - Gonadeniya	Hannagala Gamage Tharanga Sudarshana Jayarathna
10 - Udalamatta	Kariyawasam Bandigoda Gamage Pushpa Malini
11 - Keppetiyagoda	Ajith Kumara Hettiarachchi
12 - Uda Welevitiya	Kalegana Koralege Inoka Neranjali Wijewardhana
13 - Unanvitiya	Niroshan Kumar Dias Hegodaarachchi
14 - Urala	Chandra Weeragunarathna Sahabandu
15 - Yatalamatta	Chaminda Priyankara Wijesekara
