ward	name
1 - Pepiliyana	Nawalage Samith Nuwantha Dias
2 - Divulpitiya	Magalage Nirosha Tilak Kumara Perera
3 - Raththanapitiya	Ranasinghe Arachchige Anura Don Channa Ranasinghe
4 - Boralesgamuwa West	Abeysuriya Mahapatabandige Sriyangani Mendis
5 - Bellanwila	Nawalage Sujith Deepal Kure
6 - Werahera	Anoma Priyadarshini Welikala
7 - Boralesgamuwa East	Aluthge Don Vishwa Chanditha Aluthge
8 - Bodhirajapura	Wijekoon Mudiyanselage Nimal Anura Wijekoon
9 - Katuwawala	Haburugama Arachchige Sujeewa Shyamali
10 - Neelammahara	Wanni Arachchige Don Jagath Kithsiri
