ward	name
1 - Pepiliyana	Algamage Don Vidura Nuwan
2 - Divulpitiya	Wijerathna Mudiyanselage Kalayani Wijerathna
3 - Raththanapitiya	Thalagoda Gunananda Thero
4 - Boralesgamuwa West	Noel Paranavithana
5 - Bellanwila	Kuruvitage Priyangika Deepthi Perera
6 - Werahera	Ruchira Kevin Gunasekara
7 - Boralesgamuwa East	Kankanam Pandithage Jeewan Prasad Senarath
8 - Bodhirajapura	Lagamuwa Hendeniye Pushpa Rajapaksha
9 - Katuwawala	Rathnayaka Mudiyanselage Vipula Chamikara Rathnayaka
10 - Neelammahara	Ratiyana Vithanage Don Sudath Pradeep Kumara
