ward	name
1 - Rotalaweia	Wanninayake Mudiyanselage Saman Puspakumara Wanninayake
2 - Ginnoruwa	Alahakoon Mudiyanselage Dananandana Banda
3 - Ulhitya	Dissanayake Mudiyanselage Dhanuska Dharmarathna Dissanayake
4 - Aluttarama	Galebandara Nilamege Rathnayake Bandara
5 - Girandurukotte	Boralugodage Yamila Subashini Boralugoda
6 - Dambana	Herath Mudiyanselage Premasunil
7 - Beligalla	Peththa Maitrige Gunasiri
8 - Bathalayaya	Abesinghe Mudiyanselage Nalini Gunasekara
9 - Sorabora	Kibul Obbe Herath Mudiyanselage Wijerathna Banda
10 - Mahiyanganaya	Hengodage Chithtrasinghe
11 - Elewela	Samarakoon Mudiyanselage Jayawardena
12 - Dambarawa	Thalawatuge Chandrasena
13 - Mapakadawewa	Manathunga Mudiyanselage dinesh madusanka
14 - pangaragammana	Sitisekara mudiyanselage premasiri
