ward	name
1 - Andimunai Pulichchakulam	Seinudeen Marikkar Muhammadu Nazar
1 - Andimunai Pulichchakulam	Muhammadu Ismail Muhammadu Pawzan
2 - Udappuwa	Mira Usan Nawaz
3 - Wilpatha	Abulkalam Muhammadu Hafil
4 - WIJAYAKATUPOTHA	Abusalibu Mohommadu Jawahir
5 - BATHTHULUOYA	Mohammad Ibrahim Mohamad Rafeek
6 - SENGALOYA	Abdul Rahama Lebbe Siththi Napila
7 - ADIPPALA	Murugaiya Wijendiran
8 - ARACHCHIKATTUWA	Umar Lebbe Mohommad Hushan
9 - KARUKUPANE	Manuel Rathnalingam
10 - BANGADENIYA	Segu Ismail Asmath Haseena
11 - DIGANWEWA	Muhammadu Faumi Mohammadu Pasan
12 - ELIVITIYA	Seinulabdeen Riyas Muhammad
