ward	name
1 - Aluthgama	Abeysinghe Mudiyanselage Gamini Abeysinghe
2 - Doragamuwa	Hewa Walagamage Gamini Samarawickrama
3 - Yatawara	Alahakoon Mudiyanselage Karunathilaka Banda
4 - Gunembil	Kodithuwakku Gedara Shanthi Kumari
5 - Meegammana	Nandika Yashantha Nanayakkara Kudachchi
6 - Udathalawinna madige	Mahawatte Gedara Abdul Haleem Mohammadu Risan
7 - Udathalawinna	Herath Mudiyanselage Wasantha Pushpa Kanthi Herath
8 - Pallethalawinna	Kulasekara Mudiyanselage Thilakarathne Bandara
9 - Paranagama	Hapukotuwe Herath Wasala Mudiyanselage Indra Kumari Thilakarathne
10 - Ambathenna	Nishantha Namal Guruge
11 - Megodagama	Pitawala Gedara Palitha Dissanayaka
12 - Kahalla	Galle Kirimure Gedara Ruwan Pradeep Sanchaka Bandara
13 - Polgolla	Gampola Watte Janaka Priyantha Alwis
14 - Meegamawaththa	Puranthanne Gedara Jayampathi Kumara
15 - Madawala madige	Abdul Rahuman Nageem
16 - Madawala	Hapugaha Mohandiramlage Jagath Sandanayake
17 - Pihilladeniya	Nawarathne Wasala Mudiyanselage Rishanthi Ruwangani Nawarathne
18 - Leemagahadeniya	Herath Mudiyanselage Dissanayake
