ward	name
1 - Uragasmanhandiya North	Saman Kumara Senarath
2 - Uragasmanhandiya South	Jayarathna Jayakodi
3 - Halgahawella	Prabath Indika Dias Abeywickrama
4 - Hipankanda	Dilum Prasad Roopasinghe
5 - Magala	Udawala Hewage Neel Nadeesh Roopasinghe
6 - Unagaswela	Iddamalgoda Dissanayaka Wimal Premachandra
7 - Mahaedanda	Chaminda Rajapaksha
8 - Thalgahawatta	Dewamuni Ashoka
9 - Barakanda	Ilandari Dewa Deepani
10 - Kurundugaha Hethekma	Kumarassami Sukumar
11 - Galagoda Atta	Kaludewa Jinadasa De Silva
12 - Mahagoda	Milton Sudasinghe
