ward	name
1 - Uragasmanhandiya North	Thommaya Hakuru Sunil
2 - Uragasmanhandiya South	Weerakoon Arachchige Prabath Ranga Kumara
3 - Halgahawella	Peellagoda Hewage Ajith Nilanaga Gunasiri
4 - Hipankanda	Ilandari Dewa Saman Priyantha
5 - Magala	Thommaya Hakuru Premalal Weerathunga
6 - Unagaswela	Thommaya Dewa Rasika Saman Jayaweera
7 - Mahaedanda	Semage Rohan Thilakarathne
8 - Thalgahawatta	Munugoda Hewage Weerasena
9 - Barakanda	Peduru Hakuru Kusumlatha
10 - Kurundugaha Hethekma	Nelka Shiroma Chandani Jayasinghe
11 - Galagoda Atta	Hewa Hakuru Wijesiri
12 - Mahagoda	Hene Gamage Sunil Rathna
