ward	name
1 - Uragasmanhandiya North	Wijesingha Gamini Priyal
2 - Uragasmanhandiya South	Kaluhath Samarathunga
3 - Halgahawella	Sewendi Handi Samantha Jayaweera
4 - Hipankanda	Kekulandala Liyanage Nirosha Lakmali Liyanage
5 - Magala	Abeysekara Wannaku Arachchige Samadhi Wathsala Abeysekara
6 - Unagaswela	Hettiarachchi Gamage Priyangani Wickramasinghe
7 - Mahaedanda	Ilandaridewa Thilakarathna
8 - Thalgahawatta	Ranepura Hewa Tharindu Dilanka Rajarathne
9 - Barakanda	Manikpura Dewa Chandra Madushanka
10 - Kurundugaha Hethekma	Kumara Mudiyanselage Chaminda Sumana Kumara alias Thommage Hakuru Chaminda Sumanasiri
11 - Galagoda Atta	Herath Mudiyanselage Amali Wickramarathna
12 - Mahagoda	Galle Liyanage Madushi Lakmali
