ward	name
1 - Hingure Ara	Ranamukage Chandradasa
2 - Embilipitiya Pallegama	Naida Handi Anil Chandrajith De Silva
3 - Kalagediara	Kokkowita Yaddehige Harsha Dilani
4 - Moraketiya	Neel Saman Kumara Halambage
5 - Halmillaketiya	Geegana Gamage Priyantha Kumara
6 - Embilipitiya New Town	Kirumibara Liyanage Wajira Nilmini
7 - Yodagama	Rajapaksha Arachchige Dinesh Suranga
8 - Modarawana	Athaudage Samarapala
