ward	name
1 - Boragas	Angamuthu Subramaniyam
2 - hulankapolla	Perumal Kaneshan
4 - diwrumgama	Ramaiah Yogaraj
5 - Welimada	Samivelu Ravichandra
6 - Puranwela	Arasan Balasubramaniyam
7 - Landegama	Thennarasan Vicknesh
8 - Dhambawinna	Sivalingam Nidushan
9 - Dhikkapitiya	Andi Saraspathi
10 - Dayarabawathta	Arasan Selvakumar
12 - Udupeella	Rajendren Kalaimohan
13 - Nawela	Thamilvanan Ahana
14 - Nandungamuwa	Thennarasan Menaka
15 - Idamegama	Sirambaram Malarselvan
16 - Keppetipola	Sakthivel Rajeswary
17 - Ambewela	Murugaiah Palanivel
19 - Boralanda	Karuppaiah Krishnamoorthi
20 - Guruthalawa	Samivel Dineshkumar
20 - Guruthalawa	Ambigawathi Jeyashankar
21 - Galedanda	Palani Kulenthiran
22 - Pitapola	Thangavel Kaliannan
23 - Ohiya	Selvaraj Ilawarasan
24 - Maligathenna	Kannaiah Mohana Ravidhas
