ward	name
1 - Boragas	Abdul Wahab Mohammad Imthiyas
2 - hulankapolla	Mohamad Saththar Kaamil
3 - vidhurupola	Kulathunga Mudiyanselage Sunil
4 - diwrumgama	Sawul Hameed Mohamad Isak
5 - Welimada	Mohamad Siddik Mohamad Imran
6 - Puranwela	Gulam Nawas Khan
7 - Landegama	Mohamad Thahir Maharoof
8 - Dhambawinna	Kichil Mohamad Haneefa
9 - Dhikkapitiya	Ruwan Deniyage Nishanthi Manjula Priyadarshani
10 - Dayarabawathta	Renganadan Raweendran
11 - Mirahawathta	Abusali Muhammadu Aarif
12 - Udupeella	Mohamad Falil Mohamad Waslaim
13 - Nawela	Abu Muhammadu Akbar
14 - Nandungamuwa	Abdul Saththar Mohamad Manjir
15 - Idamegama	Aliyar Mohamad Aasik
16 - Keppetipola	Mahage Saha Bandulage Jayantha Menike
17 - Ambewela	Wijesekara Mudiyanselage Ramyalatha Wijesekara
18 - Kandepuhulpola	Jayasooriya Arachchilage Kamalawathi
19 - Boralanda	Lokuge Rahabandalage Pemarathna
20 - Guruthalawa	Mohamad Jabar Thuwan Kasim
20 - Guruthalawa	Peer Mohamad Mohamad Sapran
21 - Galedanda	Sawal Hamidu Jemaldeen
22 - Pitapola	Sawul Hameed Rahuman
23 - Ohiya	Haneefa Mohamad Sapir
24 - Maligathenna	Siddik Ameen
