ward	name
1 - Thandikulam	Rajanayagampillai Manuvelpillai
2 - Paddanichipuliyankulam	Muhammathu Sakkap Muhammathu Sapraz
2 - Paddanichipuliyankulam	Muhammathu Shabdeen Hameed Riyas
3 - Pandarikulam	Sathananthan Anasharoniya
4 - Vairavapuliyankulam	Francis Simirna
5 - Kudiyiruppu	Singaram Dushyanthan
6 - Bazzar streer	Kumarasamy Kishokkumar
7 - Moonrumurippu	Palawalathenne Lekamlage Vipulakumara
7 - Moonrumurippu	Jayasekara Arachchige Dammika Lalith Jayasekara
8 - Rambaikulam	Jakkariyas Salistan
9 - Sinnaputhukkulam	Sundharam Kumarasamy
10 - Kovilkulam	Thambirasa Chandrakumar
