ward	name
1 - Thandikulam	Sukkiran Paramasivam
2 - Paddanichipuliyankulam	Thurairasa Sukandaraja
2 - Paddanichipuliyankulam	Sivalingam Puveendran
3 - Pandarikulam	Erambu Vigneswaranam
4 - Vairavapuliyankulam	Arunagirinathan Nagarajan
5 - Kudiyiruppu	Rasalingam Gauthaman
6 - Bazzar streer	Senthilnathan Mayuran
7 - Moonrumurippu	Sachithanandan Nirupa
7 - Moonrumurippu	Premawathy Nirmalan
8 - Rambaikulam	Jude Niranjan jude Nirusanth
9 - Sinnaputhukkulam	Sriskandaraja Arunan
10 - Kovilkulam	Kanakaratnam Chanthirakulasingam
