ward	name
1 - Sinhapura	Dissanayaka Mudiyanselage Ruwan Padmasiri
2 - Kandakaduwa	Veuda Dewage Priyantha Pushpa Kumara Ranasingha
3 - Kattuvanwila	Seiyadu Boohari Cadar Ibrahim
4 - Karapola	Selwarasa Thewarasa
5 - sandunpitiya	Ranasingha Arachchillage Nalin Sampath Somarathna
6 - Mahsenpura	Kalu Hennadige Udenika Damayanthi
7 - Kadawathamaduwa	Kaththri Bandara Arachchilage Sampath Prasad
8 - Monarathenna	Batagoda Gamage Wijesiri Wijepala
9 - Sevanapitiya	Arachchiralalage Lasantha Vijithasena
10 - Nelumvewa	Hetti Arachchilage Sidath Gayan
