ward	name
1 - millagama	Hitihami Mudiyanselage Pradeep Rangana
2 - Halpe	Mahawaththe Muhandiramlage Arunakumari
3 - Demadara	Herath Mudiyanselage Nimal Chandrasiri
3 - Demadara	Karuna Arachchilage Malani
4 - Baddewela	Rambanda Devayalage Nimal Wijethunga
4 - Baddewela	Aluth Gedara Chandana Arunashantha
5 - Pupula	Edirimuni Devayalage Krishan Chandima Edirisingha
6 - Ballaketuwa	Selva Raj Kumaravel
6 - Ballaketuwa	Chandrakumar Dushyandini
7 - Ella	Maraweera Devayalage Malaka Prabhath Sirisena
8 - Rawanaeiia	Dissanayake Mudiyanselage Sumathipala
9 - Heeloya	Marasingha Mudiyanselage Janith Thiwanka Karunarathna
10 - Dowa	Rajapaksha Mudiyanselage Gayan Madhusankha
