ward	name
1 - Hapurudeniya	Sanmugam Karuppaiyah
1 - Hapurudeniya	Krishnasami Ranjith Kumar
2 - Hiramadagama	Selvaraj Arjunaraja
3 - Alpitiya	Vaiyapuri Sivamoorthi
4 - Kawduwawa	Sevanu Devakumar
5 - Galahitiya	Marimuththu Pushparami
6 - Godakawela	Pothumulla Kankanamge Shanthi
7 - Niyangama	Damsala Steevan
8 - Balawinna	Kadireshan Mohanraj
9 - Thabagamuwa	Sandaramayalagu Chandrakanthan
10 - Dambawinna	Nadaraja Chandani
11 - Malwatta	Sathish Santhosh
12 - Masimbula	Sangilimuththu Yoganadan
12 - Masimbula	Ramasami Vijayan
13 - Horamula	Murugaiyah Jasikumaran
14 - Kottala	Muththusami Lochchandran
15 - Rakwana Town	Sandanamalayagu Sivakandan
16 - Rakwana North	Kanendran Sathish
