ward	name
1 - Diyabeduma	Dodangodage Lalith Priyashantha Dodangoda
2 - Koduruwawa	Polmange Gedara Wijerathna
3 - Aththanakadawala	Pannala Appuhamige Anura Bandurathna
4 - Madudamana	Arandis Arachchilage Bandula Senadheera Kumarasingha
5 - Segala	Muthukuda Walawwe Sarath Wijebandara
6 - Damanayaya	Wedikkara Gedara Ramil Chandusiri Dewapriya
7 - Bakamoona	Nanayakkara Wasam Godakandage Don Chamila Jayanath Nanayakkara
8 - Maluweyaya	Rathnayaka Mudiyanselage Kalyani Kumari Rathnayaka
9 - Elahera	Millagaha Gedara Jayalath Gnanasiri
10 - Atharagallewa	Wijesooriya Mudiyanselage Wijesooriya
