ward	name
1 - Egodakalugamuwa	Siwanu Kanagasundaram
2 - Ganegoda	Sellayya Anbarasan
3 - Nillamba	Ramanadan Mohana Sundaram
4 - Paledhelthota	Thangaraju Sasiharan
5 - Doluwa	Suppaiya Siwakumar
6 - Hapugaspitiya	Doreisami Loganathan
7 - Ilangawaththa	Subashini Siwasami
8 - Gampola waththa	Mirasaibu Muhamadu Riyaz
9 - Naranvita	Welu Loganathan
10 - Kahawaththa	Singankutti Arachchilage Wijethilaka Banda
11 - Gonatuwela	Rasamani Rajendran
12 - Panvilathenna	Wijayalakshmi Sinnaiya
13 - Masgola	Periyasami Santhakumar
14 - Mulgama	Dewasagayam Ansalance Kumar
15 - Pupuresa	Pichchei Selwapuwaneswari
16 - Dunukeulla	Muththuraj Jeyasankhar
17 - Ihalagama	Lechchumana Singharada Krisnan
18 - Pallegama	Ramanathan Gurunathan
19 - Amunupuraya	Abeywickrama Don Shantha Perera
20 - Delpitiya	Pangolle Gedara Waruna Pradeep Senarathne
21 - Galatha	Govindhan Rajeshkanna
22 - Paradeka	Gunasekaran Hisho Kumar
23 - Pussellawa	Dasanayke Mudiyanselage Chamika Ruwan Dasanayke
23 - Pussellawa	Rathnasami Indrakumar
24 - Doragala	Dewaraja Pushparani
25 - Mawathura	Dunuthilage Jayantha Dharmakeerthi
