ward	name
1 - Egodakalugamuwa	Mohamad Hussen Ahamad Hamseen
2 - Ganegoda	Rajapaksha Palle Gedara Chaminda Rajapaksha
3 - Nillamba	Yakdehi Gedara Sriyananda
4 - Paledhelthota	Wickramagedara Niroshani Priyangika Karunadasa
5 - Doluwa	Hewa Hategedara Swarnathilaka
6 - Hapugaspitiya	Don Perly Wasantha Nanayakkara
7 - Ilangawaththa	Mahanmadu Hussan Mahanmadu Mawsun
8 - Gampola waththa	Mohomad Sahid Mohomad Nazar
9 - Naranvita	Jayasiri Arachchilage Inoka Damayanthi Kumari
10 - Kahawaththa	Hapuarachchilage Udagedara Ananda Jayarathna Hapuarachchi
11 - Gonatuwela	Karunapedi Gedara Kanthi Wijelatha
12 - Panvilathenna	Pallege Ralalage Susantha Abeyrathne
13 - Masgola	Hitapudure Gedara Ajith Kumara Sathyapala
14 - Mulgama	Pathane Gedara Dammika Saman Kumara Dhanasekara
15 - Pupuresa	Vidanelage Manjula Malkanthi Ponseka
16 - Dunukeulla	Widanalage Hema Samanmali Fonseka
17 - Ihalagama	Muthmune Kanthi Silva
18 - Pallegama	Mediliye Gedara Bandulasiri
19 - Amunupuraya	Hathurusinghe Gedara Kusumawathi
20 - Delpitiya	Samsadeen Mohomad Aarif
21 - Galatha	Kapugama Geeganage Chameera Buddhika Senerath
22 - Paradeka	Rankoth Pedige Padmini Kumarasinghe
23 - Pussellawa	Mohammad Rausdeen Mohammadu Isham
23 - Pussellawa	Henegama Sinhapeli Batubedde Gedara Dammika Ranasinghe
24 - Doragala	Ranathunga Mudiyanselage Asoka Sarath Kumara
25 - Mawathura	Wickramadurayale Gedara Janaka Chaminda Karunarathne
