ward	name
1 - Egodakalugamuwa	Eswadduwe Gedara Ananda Jayaweera
2 - Ganegoda	Ranasinghe Peligedara Sugath Chandrapala
3 - Nillamba	Konda Deniye Patabadile Gedara Chandana Aruna Kumara Abeysiri
4 - Paledhelthota	Eswaddume Gedara Iduneth Himasarana Wijeweera
5 - Doluwa	Ranasinghe Peligedara Suresh Rangana Piyadarshana
6 - Hapugaspitiya	Chamila Udayanga Kumara Liyanage
7 - Ilangawaththa	Parei Ambegedara Nirosha Kumuduni Senavirathne
8 - Gampola waththa	Aswaddume Gedara Dougles
9 - Naranvita	Doluwe Medikotuwe Gedara Nilantha Sri Sampath Medikotuwa
10 - Kahawaththa	Rajasinghe Gurugamage Samaraweera Nadeeka Senavirathne
11 - Gonatuwela	Kompannage Madushan Aloka Kithsiri
12 - Panvilathenna	Piliwela Dunuthilake Gedara Ilangarathne
13 - Masgola	Nalin Manju Sri Aththanayake
14 - Mulgama	Kanaththa Waththe Pawani Rasangika
15 - Pupuresa	Hangedi Gedara Shiromi Muditha Priyadarshani
16 - Dunukeulla	Dewadhipathi Gedara Thiridu Pradeep Wijesuriya
17 - Ihalagama	Piliwela Dunuthilake Manjula Bandara Ilangarathne
18 - Pallegama	Egodagedara Hasitha Sandaruwan Wijebandara
19 - Amunupuraya	Warawhene Gedara Sanjaya Priyashantha
20 - Delpitiya	Rajapaksha Gedara Harsha Sandaruwan
21 - Galatha	Pilippu Mandadige Amith Thushara Krishantha Fernando
22 - Paradeka	Warawhene Gedara Rawinga Lasith Madushan
23 - Pussellawa	Pitaliyadde Gamaralalage Niroshima Priyanka
23 - Pussellawa	Warawhene Gedara Sachintha Dilshan Kumara
24 - Doragala	Piliwela Dunuthilake Kasunka Dilshan Illangarathne
25 - Mawathura	Thumpana Kumbure Gedara Menaka Thiwanka Keerthirathne
