ward	name
1 - Rajaela	Gamagedara Jayantha Bandara Gamage
1 - Rajaela	Uduwag Gedara Chaminda Sampath Kumara
2 - Helboda	Udahenthane Gedara Chandima Priyankara
3 - Protoft	Maswela Gedara Punchi Banda
4 - sangilipalama	Mallik Gedara Nilantha Sri Bandara
5 - Helsirigama	Uyanwaththe Gedara Hema Bandara
6 - maaswela	Karunasingha Gedara Ruwan Champika Karunasinghe
7 - kadadora	Subhasingha Arachchilage Nilanthi Perera
8 - Mallanda	Gampala Vele Gedara Shirani Nimeshika Jayawardena
8 - Mallanda	Ilangakoon Mudhiyanselage Nilangani Manike
9 - Ruwanpura	Rankeththa Kumbure Gedara Chandra Rathna
10 - Hapugasthalawa	Mohamad Iris Salman
11 - Harangala	Nadika Pushpa Kumara Dimbula Gedara
12 - kalapitiya	Haragale Gedara Amarasinghe
13 - niyanganadara	Rankeththa Kumburegedara Mahinda Udaya Bandara
14 - Ramboda	Jayabandulage Nethmi Dileka
15 - Labukelle	Vidana Arachchilage Gayani Dhammika Priyadarshani
15 - Labukelle	Balakrishnan Sri Haran
16 - Poondaluoya	Arumugam Ananda Kumar
17 - Kadadorapitiya	Thalaththanige Sarath Punyawardena
17 - Kadadorapitiya	Ranaweera Arachchilage Ranjith Pathmathilaka
18 - Madakumbura	Pihilla Kumburage Ajith Jayashanta
19 - Maldeniya	Haragale Gedara Susanta Ajith Bandara
20 - Godamadiththa	Padagala Vithanage Chinthaka Deshapriya Vithanage
21 - Nawathispane	Hetti Rathnayaka Mudhiyanselage Jayantha Kumara
22 - katabulawa	Rathnayake Mudhiyanselage Manoj Wasantha Bandara Pathmasiri
23 - Queensbery	Heen Dandegedara Pradeep Dammika Kumara
24 - Rawanagoga	Kaluhendare Gedara Thushantha Bandula Samarathunga
25 - Medakubura	Vadivel Saravanan
26 - Sheen	Vannan Rajeshwari
27 - Dansinan	Sithambaram Jothvelu
28 - Kudaoya	Vasalthilaka Gedara Lasantha Chandana Kumara
