ward	name
1 - Rajaela	Navalage Pushpa Airangani Kure
1 - Rajaela	Kanagesabe Anan Kumar
2 - Helboda	Sellamuththu Selwa Madan
3 - Protoft	Kadhirgamathambi Rajivgandhi
4 - sangilipalama	Uduwaka Lekamlage Senarath Bandara Uduwaka
5 - Helsirigama	Gampathi Ralalage Chaminda Nuwan Wijesinghe
6 - maaswela	Lankapelige Shiyamali Jayasena
7 - kadadora	Yapa Mudhiyanselage Pubudu Kumari
8 - Mallanda	Salaman Diaslage Nadeeka Priyangani Dias
8 - Mallanda	Mohamad Razik Mohamad Rikas
9 - Ruwanpura	Hussain Noor Mohammed
10 - Hapugasthalawa	Mohammad Zaheed Mohammad Nasir
11 - Harangala	Navarathna Mudiyanselage Kapu Gedara Geeth Shehan Navarathna
12 - kalapitiya	Thalawe Waththe Gedara Don Tharanga Senevirathna Epa
13 - niyanganadara	Kodagoda Vitharana Prasantha Kumuduni Vitharana
14 - Ramboda	Subramaniyam Ilankovan
15 - Labukelle	Rajendran Selvakumar
15 - Labukelle	Thangaraja Punniyamurthi
16 - Poondaluoya	Veeraiah Yogamurthi
17 - Kadadorapitiya	Ravi Yasantha Bandara Agalawaththa
17 - Kadadorapitiya	Ramaiah Parathiraja
18 - Madakumbura	Dasanayaka Mudhiyanselage Kalasingh Gedara Priyantha Kumara Dasanayaka
19 - Maldeniya	Gihan Madhusanka Samarasekera Weerasooriya
20 - Godamadiththa	Viyalapalle Gedara Ruwan Nilantha Bandara Amarasingha
21 - Nawathispane	Mahawela Gedara Mudhiyanselage Sumith Bandara
22 - katabulawa	Parameshwaran Pathmaraja
23 - Queensbery	Ramaiah Manoharan
24 - Rawanagoga	Wakkambure Gedara Priyantha Manjula Kumara Wakkambura
25 - Medakubura	Raju Pradhaban
26 - Sheen	Suze Gloria
27 - Dansinan	Kadhiresan Rajankanth
28 - Kudaoya	Akurasse Karandugoda Kankanamlage Asanga Prasad
