ward	name
1 - Serana	Dissanayaka Mudiyanselage Sunanda Saliya Bandara
2 - Keselpotha north	Herath Mudiyanselage Chandradasa
3 - Keselpotha south	Aththanayaka Mudiyanselage Wijerathna
4 - Akiriyankumbura	Rajapaksha Mudiyanselage Gunawardhana
5 - Petiyagoda	Herath Mudiyanselage Siriwardhana
6 - Uvatissapura	Dissanayaka Mudiyanselage Rasika Dilrukshi Dissanayaka
7 - Gamunupura	Rajapaksha Gedara Piyathissa Rajapaksha
8 - Adaulpatha	Rathnayaka Mudiyanselage Tharanga Kumara Chandrarathna
9 - Rideemaliyadda North	Rathanayaka Mudiyanselage Dhanuksha Sandaruwan Rathnayaka
10 - Kuruvitanna	Benthara Appuhamilage Chethana Jayarukshi Subhasinghe
11 - Arawa	Don Chandana Sanjeewan Wijesinghe
