ward	name
1 - Akmeemana	Haputhanthirige Kusumsiri
2 - Bandungoda	Midigaspege Dharmasiri Wickramathilaka
3 - Ihalagoda	Godawaththa Liyanage Kasun Thilanchana Liyanage
4 - Ihalagoda Colony	Yatalamaththa Gamage Anula Kumara
5 - Hiyare north	Angulugaha Gamage Neil Jagath Kumara
6 - Hiyare East	Massalahewage Sugath Ananda
7 - Halgasmulla	Akuressage Shiromi
8 - Pinandoowa	Welikandage Dilruk Niroshana
9 - Walahanduwa	Pushpa Kumara Rohitha Benthota Mallawaarachchi
10 - Anangoda	Maliduwa Liyanage Sujatha
11 - Haliwala	Athukorala Arachchige Leelananda
11 - Haliwala	Mohomadu Mohommad Shamil
12 - Yatagama	Walpola Hewage Udana Isuranga Jayarathna
13 - melegoda	Thiranagamage Gunapala
14 - Pilana	Kankanam Pathiranage Mathubhadra
15 - Metaramba	Galketiya Gamage Dumudu Pushpa Kumara
