ward	name
1 - ketepola	Kadana Arachchige Ananda Lasantha
2 - Madabaddara	Sellamuththu Thiruchelwam
3 - Galathura	Hettipathira Kankanamalage Indrasoma Saman Pathirana
4 - Sinhalagoda	Porage Don Isuru Nuwansiri Bandara
5 - Pallekada	Satharasinghe Arachchilage Dilshan Upul Kumara
6 - Dumbara Manana	Bellanthuda Arachchilage Pradeep Kumara
7 - Pitakanda	Manodara Arachchillage Weerasooriya
8 - Ayagama	Kurudukarage Sanjeewani Kaushalya Premasiri
9 - Udugala	Negirikandage Pradeep
10 - Paragala	Sembukutti Arachchige Dammika Saman Kumara
