ward	name
1 -	Ilangakoon Pathiranalage Amalka Sandeepa
2 -	Gama Athige Wajira Priyantha Denagama
3 -	Wisidagamage Don Duminda Saman Kumara
4 -	Widyarathna Ganithayalage Medagedara Suranga
5 -	Solanga Arachchige Don Geshan
6 -	Dewanarayana Acharige Ajith Priyantha Kumara
7 -	Walbothalage Saman Darshana Fernando
8 -	Siyambalapitiya Kamkanamalage Chandrasena
9 -	Disanayaka Mudiyanselage Hasan Pramojith
10 -	Bamunu Arachchi Pathiranalage Geeth Lanka
11 -	Rajapaksha Appuhamilage Mahindapala
12 -	Sangapala Arachchige Maheesha Piyumini Disanayaka
13 -	Arachchi Appuhamillage Saman Thushara
14 -	Maththaka Gamage Dilum Vilochana Perera
15 -	Hettiwanadewage Chithralatha Weerasinghe
16 -	Weththasinghe Appuhamilage Saman Kumara
17 -	Yapa Appuhamilage Nilanthi Pushpa Kumari Yapa
