ward	name
1 -	Nishshanka Arachchige Sarath Somachandra
2 -	Rajapaksha Arachchige Naleen Priyadarshana
3 -	Nambukara Halabage Udara Erandika Senarathna
4 -	Pingamage Don Thilina Prasad Gunarathna
5 -	Solanga Arachchige Chithra Kumari Damayanthi
6 -	Hettikankanamalage Don Nanda Kumara
7 -	Jayaweera Arachchige Don Nimal Ranasinghe
8 -	Karandeni Dewage Lalitha Biyatrice
9 -	Kiriella Gurunnanselage Alisnona
10 -	Batugahage Ayonje Kanchanee Dias
11 -	Kandili Appahettige Sugathadasa
12 -	Ranasingha Kankanamalage Nayomi Uthsula Ranasingha
13 -	Jayakodi Arachchige Chandana Jayakodi
14 -	Rathnam Rasalingam Nishanthanee
15 -	Surige Chithtra Malkanthi
16 -	Kodippili Arachchige Rathnasiri Karunasena
17 -	Rajapaksha Gedara Sampath Sameera Jayarathna
18 -	Ambegoda Liyanage Lasantha Kumara
19 -	Ranasingha Kankanamalage Dilani Priyanthi Ranasingha
20 -	Thanthree Vithanage Sisitha Sampathsena
21 -	Urapola Mudalige Roopawathie Hamine
22 -	Shirantha Janaka Sooriya Arachchi
