ward	name
1 - Murugapuri	Gallage Punniyasiri
1 - Murugapuri	Ethiriweera Aarakattu Paddabenthige Premajayantha
2 - Abayapura	Akmeemana Gamage Roshan Priyasanjana
2 - Abayapura	Galappaththi Rashmika Eshan Dananjaya
3 - Palaiyoothu	Noyalin Stela Ledrik
4 - Sinhapura	Dileepa Nadun Kodippili
4 - Sinhapura	Hettihewage Aruna Keerthi
5 - Thirukadaloor	Warnasooriya Patabadige Thungaprema
6 - Peruntheru	Pincha Hewa Witharanage Karunadasa
7 - Sivapuri	Thenuwara Hennadige Pagngnasiri
8 - Orr's Hill	Mudunkotuwage Palitha Somasiri
9 - Thillainagar	Udayaraja Ashwath
10 - Sonagavadi	Harakgama Gedara Gamini Jayalath
11 - Manayaveli	Aseesdeen Samsudeen
12 - Villundri	Polwaththe Rathubaduge Shubasini Jayantha Dissanayaka
