ward	name
1 - Murugapuri	Sanmugam Satkunasingham
1 - Murugapuri	Fathima Nushrath Rihana Wahab
2 - Abayapura	Thambirasa Rajkumar
2 - Abayapura	Vairavanathan Murugananthan
3 - Palaiyoothu	Muththurakku Balachchandran
4 - Sinhapura	Aathar Rajaretnam Anton Jeyakumar
4 - Sinhapura	Konamalai Vijayakumar
5 - Thirukadaloor	Kalirasa Kokulraj
6 - Peruntheru	Thayalan Selvakumaran
7 - Sivapuri	Kanthasamy Selvaraja
8 - Orr's Hill	Sivasubramaniyam Yuvarajkumar
9 - Thillainagar	Selathurai Kumarakulasingham
10 - Sonagavadi	Anthonipillai Selathurai Jems Samaththar
11 - Manayaveli	Vijayadharshini Rathnajothi
12 - Villundri	Immanuvel Rojiliyo
