ward	name
1 - Kurupeththa	Nagoda Vithanage Udaya Shantha
2 - Magammana	Thalgaswaththe Lekamalage Wasantha Somasiri
3 - Kelegama	Mohamad Maharoop Mohamad Fruhan
4 - Kanangama	Ranasingha Pathiranalage Shriyani Jayakodi
5 - Atulugamwela	Kolahitige Jeewantha Prabath Jayathilaka
6 - Ihala Thalduwa	Padukka Vidanalage Suranga Anura Kumara
7 - Pahala Thalduwa	Abdul Ra Sakku Ansar Mohammadu Darook
8 - Dehiowita	Kekulkotuwage Don Antani Sekstus Arsakularathna
9 - Walpola	Thalpavila Kankanamalage Chaminda Prasad Kumara Thalpavila
10 - Boralankada	Mudunpitage Nolan Priyantha Chandrasena
11 - Dikkella	Dissanayaka Mudiyanselage Victor Gunarathna Bandara
12 - Batangala	Nathavitharamalage Sugath Madhawa Abeywardana
13 - Bomaluwa	Veththasingha Appuhamillage Chiran Deshapriya Nawarathna Bandara
14 - Maniyangama	Samarakkodi Thalaththani Ralalage Ghanasiri Sarath Kumara
15 - Madola	Hiththetige Don Kamal Indrajith Nandasiri
16 - Welangalla	Munaweera Baddage Rasika Nandani Ellawala
17 - Panawala	Napawala Gamladdalage Janaka Prasad Gunathilaka
18 - Hinguralakanda	Pallekandalage Nimal Rajapaksha
19 - Ambalampitiya	Ahana Kapuge Dona Nelka Amali Gunawansha
20 - Imbulpitiya	Ellaulla Gamaladdalage Gayan Dhanushka Gunasingha
