ward	name
1 - Kurupeththa	Kalanchidewage Nayana Priyanthi
2 - Magammana	Degambada Gamaralalage Roopawathi
3 - Kelegama	Mohommadu Mubaraq Mohommadu Awuf
4 - Kanangama	Thennakoon Mudiyanselage Nimal Sirithunga
5 - Atulugamwela	Morawaththa Mudiyanselage Sunil Jayarathna
6 - Ihala Thalduwa	Kiriella Thalaththaniralage Gamini Anuruddha
7 - Pahala Thalduwa	Weerasingha Kankanamalage Anil Kumara
8 - Dehiowita	Padukka Vidanelage Priyantha Udaya Kumara
9 - Walpola	Kiriella Arachchige Kasun Kiriella
10 - Boralankada	Kussiyawalage Chandrasiri Premathunga
11 - Dikkella	Edirisingha Arachchilage Prageeth Chaminda Edirisingha
12 - Batangala	Yapita Mudiyanselage Indika Prasaj Weerasekara
13 - Bomaluwa	Lekamalage Chamith Chinthana
14 - Maniyangama	Waduwange Nihal
15 - Madola	Kelaniyan Godage Imesha Lakmal Jayasena
16 - Welangalla	Pathiranage Nishan Deshapriya Pathirana
17 - Panawala	Egoda Waththalage Wajira Nishantha Kumara Gunasingha
18 - Hinguralakanda	Wijendra Acharige Indika Piyananda
19 - Ambalampitiya	Egoda waththalage Wathsala Priyadarshani Gunasingha
20 - Imbulpitiya	Katulandalage Nadeeka Priyangani Premadasa
