ward	name
1 - Danketiya Uthura	Siribaddanage Hemasiri
1 - Danketiya Uthura	Ariyasena Mathangaweera
2 - Danketiya dakuna	Susil Harischandra Weerawarna
3 - Madaketiya	Gardiyawasam Kankanamge Sumathapala
3 - Madaketiya	Kusuma Nandani Abeydeera
4 - Idipokunagoda Uthura	Parana Palliyaguruge Nandasiri
5 - Idepokunagoda mathyama	Gaytage Chinthaka Kalum
6 - Idepokunagoda dakuna	Pitaduwa Gamage Nanda Kumara
7 - kotuweygoda	Wasantha Kaluthota
8 - pallikkudawa	Sella Hennadige Sarath Amaranath
8 - pallikkudawa	Mohamad Hasan Kamardeen
