ward	name
1 -	Asanka Samantha Kumara Weththasinghe
2 -	Ranasinghage Rohana Ranasinghe
3 -	Disanayake Liyanage Upali Indika
4 -	Sandanam Siva Subramanium
5 -	Sattambi Ralalage Don Ushan Chathuranga Thilakarathna
6 -	Ranawaka Achchige Tharindu Kumara
7 -	Kandage Manjula Malkanthi
8 -	Ranawaka Arachchige Chandima Sampath
9 -	Chandrani Padma Ranathunga
10 -	Kanda Gamage Geethani Renuka
11 -	Ranasinghage Don Dinesh Sampath
11 -	Ranawaka Arachchige Don Sunil Jayarathna
12 -	Udumullage Nimal Ranjith Jayathissa
13 -	HHaputhanthrige Sarath Kumara Chandrasiri
14 -	Salman Arachchige Janaka Chaminda
