ward	name
1 - Bambarakele	Bambarunda Hewage Virajith Anuradha Wijerathne
1 - Bambarakele	Mavana Gedara Anura Premawansha
2 - Nuwaraeliya	Rathnayake Mudiyanselage Nayana Thilak Rathnayake
2 - Nuwaraeliya	Harichandran Kohila
3 - Hawaeliya North	Dhanapala Mudiyanselage Jagath Indika Dhanapala
4 - Hawaeliya West	Kumarasamy Kamalanadan
5 - Hawaeliya East	Selvaraj Thamilmaran
5 - Hawaeliya East	Rajashilpa Acharige Wijethunga
6 - Nuwaraeliya Center	Kallapatha Vithanalage Chaminda Piyalal
6 - Nuwaraeliya Center	Dissanayake Mudiyanselage Chamara Jayathissa Dissanayake
7 - Kalukele	Viduranga Yasantha Bandara Galagoda
8 - Samdathanna	Rathnayake Mudiyanselage Sunethra Kumari Rathnayake
9 - Magasthota	Rajarathnam Sridaran
