ward	name
1 - Bambarakele	Gopal Santhiramohan
1 - Bambarakele	Thambiraj Yogarajah
2 - Nuwaraeliya	Ramanadan Balakrishnan
2 - Nuwaraeliya	Karuppaiah Rajakumari
3 - Hawaeliya North	Veeramalai Ilayaraja
4 - Hawaeliya West	Kandasamy Thangavelu
5 - Hawaeliya East	Loganathan Megala
5 - Hawaeliya East	Sellaiah Neppoliyan
6 - Nuwaraeliya Center	Nadarajah Dhanushiya
6 - Nuwaraeliya Center	Sivalingam Aruljothy
7 - Kalukele	Sureshkumar Dushinath
8 - Samdathanna	Balakrishnan Chandrakumar
9 - Magasthota	Pitchai Jeysanth
