ward	name
1 - Kahatapitiya	Mirisse Bandaralage Lahiru Theekshana Bandara Rajasingha
2 - Kirinda	Kodagoda Yapage Ananda Ekanayaka
3 - Udovita	Mohomad Rifai Mohomad Ripas
4 - Bothalapitiya	Abdul Fareed Mohomad Imran
5 - Gampola East	Abdul Raheem Mohomad Ipam
6 - Mountemple	Kodikaragedara Rohini Jayalath Silva
7 - Keerapane	Ahamad Sali Seiyadi Ahamad
8 - Rathmalkaduwa	Gayan Rangana Antony
9 - Godagama	Dewindara Liyanawaduge Vineetha Priyangani
10 - Gampola West	Mohomad Nasar Husni Mohomad
11 - Polkumbura	Dewage Don Gunawardhana
12 - Illawathura	Gnanasekaran Mayuran
13 - Angammana West	Bulathgahadewage Eranda Sanjaya
14 - Angammana East	Rathnayaka Mudiyanselage Suranga Prasad Bandara
15 - Aregoda	Ahamad Sibri Shid Ahamad
16 - Kudamake	Arunagirinathar Logendran
17 - Jayamalapura	Abdul Fareed Mohomad Shifan
