ward	name
1 - Kahatapitiya	Disanayaka Mudiyanselage Anura Sampath
2 - Kirinda	Yapa Mudiyanselage Chaminda Kumara Yapa
3 - Udovita	Herath Mudiyanselage Prasanna Rohitha Herath
4 - Bothalapitiya	Mohamad Amshad Mohamad Ameem Kaan
5 - Gampola East	Abdul Fareed Mohomad Minhaj
6 - Mountemple	Hettiarachchige Sheshani Prasadika Hettiarachchi
7 - Keerapane	Wijesundara Mudiyanselage Chaminda Disanayaka
8 - Rathmalkaduwa	Galewaththe Gedara Ramya Kumari
9 - Godagama	Iruka Mihiran Weerarathna
10 - Gampola West	Mohamad Faruk Mohamad Faslan
11 - Polkumbura	Shiyabudeen Mohamad Shihan
12 - Illawathura	Mohamad Hanifa Mohamad Miyan
13 - Angammana West	Roshan Thanuj Michael Palpola
14 - Angammana East	Rathnayaka Mudiyanselage Priyantha Sampath Rathnayaka
15 - Aregoda	Jeinul Abdeen Mohamad Nawshad
16 - Kudamake	We Udagedara Sujeewa Priyantha Kumara
17 - Jayamalapura	Singappulige Thilak Wasantha Kumara Fernando
