ward	name
1 - Kandahindagama	Wickramasinga Mudiyanselage Rasika Kusum Gunawardhana
2 - Hulannuge	Hapana Kotuwe Mudiyanselage Gamini
3 - Parana lahugala	Aththanayaka Mudiyanselage Sandamali Samanthika
4 - Lahugala	Amarathilaka Irangani
5 - Dewalegoda	Mahagamage Dhammika
6 - Pansalgoda	Aththanayaka Mudiyanselage Harshani Bagya Aththanayaka
7 - Panama West	Lakshiya Dedhuni Jayarathna
8 - Shastrawela	Arachchi Mudiyanselage Wijesena Bandara
9 - Panama Central	Jayawardhana Jayaweera
10 - Panama North	Kakulavamulla Kankanamge Don Tisara Sri Rajamangala
11 - Panama South	Jayasirihami Priyanka Jayalani
