ward	name
1 -	Pattan Kattige Sanduni Randima Fernando
2 -	Kuranage Rogus Ivan Perera
3 -	Thuppahi Mudalige Ishara Sandaruwan Fernando
4 -	Weragoda Gamage Don Mahesh Pathma Kumara
5 -	Garumuni Sarojanie Priyankarie De Zoysa Wickramarathne
6 -	Konganige Muriel Anthony
7 -	Siddadura Raveendra Mendis
8 -	Liyanage Chamin Dushantha Perera
9 -	Nawanage Don Pradeep Sajeewaka
10 -	Dewapurage Dinesh Sampath Premathilaka
11 -	Sooriya Bandarage Don Krishan Shanaka
12 -	Weerasinghe Pathirage Pushapa Kumara
13 -	Angoda Liyanage Saman Nilmini
14 -	Randeniyage Isuru Udara
15 -	Weera Hennedige Samantha Fernando
16 -	Yakdehi Arachchige Suneetha Kusum
17 -	Katapodi Kankanange Shiromi Damayanthi
18 -	Ramakumara Vinoth Kumara
19 -	Hapuaarachchige Leonard Udaya
20 -	Hapuarachchige Dinutha Praneeth
21 -	Waduthanthrige Anishka Madhushan Perera
