ward	name
1 - Sewa janapathaya	Hehel Kottuve Gedara Nilantha Senarathna
2 - Gemunupura	Medagedara Prasanna Buddika Jayathilaka
3 - Kavanthissapura	Hetti Thanthirige Thusara Priyadarsana
4 - Lassanagama	Wikramaarachchi Appuhamilage Dimuthu Lakmal Wikramarachchi
5 - Sinhapura	Sinhalage Indunil Chandana Prabath Kumara
6 - Samanpura	Dissanayaka Mudiyanselage Karunarathna Bandara
7 - Sri Thissapura	Palamandalige Anura Madduma Kodithuwakku
8 - Padavi Sripura	Karunanayakage Sheela
9 - Jayanthiwewa	Subasinha Arachchilage Sudarma
10 - Paranamadawachiya	Marakkala Manage Mahinda kumara
