ward	name
1 - Sewa janapathaya	Wijesinha Arachchilage Sarath Wikramasiri Bandara
2 - Gemunupura	Paranasing Rathnayaka Jayasena
3 - Kavanthissapura	Rankoth Pedige Dayarathna
4 - Lassanagama	Kulahewage Chaminda Pushpakumara
5 - Sinhapura	Kurukulasooriya Mangoda Kankanamlage Samitha Pasindu Kalhara
6 - Samanpura	Edirisinha Appuhamilge Sarath Kumara
7 - Sri Thissapura	Marasinha Mudiyanselage Dhanushka Wijayanthi
8 - Padavi Sripura	Galtharage Danushka Inoj Kumara
9 - Jayanthiwewa	Petikii Arachchige Ajantha Kumara
10 - Paranamadawachiya	Inguru Kotuwe Gedara Wasantha Priyalal Sirisena
