ward	name
1 - Witharandeniya	Weerasekara Arachchige Chaminda Kumara
2 - Pattiyapola	Wijamunige Disna Gayani Rajapaksha
3 - Kattakaduwa	Ariyachandrage Kodithuwakku Chanaka
4 - Ranna	Sawundra Hennadige Dinesh Ruwan Priyadarshana
5 - Nidahasgama	Thushara Muthumala Jayasooriya
6 - Rekawa	Widanage Rukman
7 - Netolpitiya	Jayasooriya Patabendige Jayasena
8 - Walgameliya	Liyana Patabedige Namal Dasantha
9 - Thenagama	Wijenayaka Ruwanpathiranage Udaya kumara
10 - Nalagama	Goigoda Gamage Greshan
11 - Polommaruwa	Jayalath Ranasin Disanayaka Sampath Thushantha
12 - Unakuruwa	Mahamarakkalage Lalith Kumara
13 - Kadurupokuna	Ubesin Weerawardhana Arachchige Dayananda
14 - Sinimodara	Lokumarakkalage Dhanuka Madhusanka
15 - Kudawella	Jayaweera Liyanapatabendigei Nimal Chandra Dasa
16 - Mahawela	Rathnaweera Patabendige Ganesha Madhuranganee
