ward	name
1 - Ganthalawa	Basnayaka Muthiyanselage Shirani Kusum kumari
2 - Wanela	Arawpole Gethara Karunathilaka
3 - Jayanthipura	Hewa Visse Gethara Weerasingha Banda
4 - Raja-Ela	Udagama Ralalage Janaka Samantha Bandara
5 - Vendrasanpura	Kekunagas Kotuwe Gethara Aunra Pushpa kumara
6 - Bathiyagama North	Gorakagaha Waththe Kankanamlage Manoj Rangana
7 - Bathiyagama South	Naye Koralala Gethara Ranjan
8 - Kanthale	kalunayaka Arachchilage Ranjith Kalunayaka
9 - Peraru West	Mohamad Ibraheem Mohamad Fairoos
10 - Peraru East	Kasedeen Muhammadu Hanifa
11 - Raja wewa	Herath Mudiyanselage Nimal Priyadarshana Herath
12 - Batukachchiya	Karavitage Kanthi Jayaman
13 - Agbopura	Hetti Arachchilage Chadana Hettiarachchi
