ward	name
1 -	Udagedara Priyanka Kulasinghe
2 -	Thilakarathnage Danushka Dulaj Disanayaka
3 -	Disanayaka Mudiyanselage Kumarasinghe
4 -	Samarakoon Mudiyanselage Thilakarathne
5 -	Karunarathnage Sanath Karunarathne
6 - Eriagama	Thirimadura Shermil Priyantha Mendis
7 - Koongollewa	Karunadasage Shyamantha Asela Karunadasa
8 -	Rathnayaka Mudiayanselage Kasun Anjana Rathnayake
9 -	Serasinghe Mudiyanselage Thilankara Ranjith Deepthi Serasinghe
10 -	Nakath Naidelage Raveendra Lakshman Karunadasa
11 -	Thennakoon Mudiyanselage Appuhamige Lakshman Sarath Kumara
12 -	Jayasinghage Chandanee Dammika Kumari Jayasinghe
13 -	Abesinghe Mudiyanselage Jeewan Abesinghe
14 -	Disanayaka Samarajeewage Anura Disanayaka
15 -	Hitihamillage Nuwan Sampath Disanayaka
16 -	Kandauda Liyanage Jayantha Ajith Kumara
17 -	Chaminda Saman Ovitigala
18 -	Wasala Mudalige Hashini Sumalka Sujani Bandara
19 -	Pemadasage Gayani Madushanika Pemadasa
20 -	Nallaperume Gedera Manoj Sandaruwan Bandara
