ward	name
1 - Pannagamuwa	Getamanna Hengala Gamage Neeta
2 - Vijithapura	Andrahennadige Anil Thushara Indrajith
3 - Debarawewa	Kodithuwakku Arachchige Duminda Jagath Kumara
4 - Gangasiripura	Kaluhennadige Gaminee
5 - Mahasenpura	Chaminda Dias Wannige
6 - Kawantissapura	Pallaththarage Chandrasena
7 - Kirinda	Mohammad Lahirin Mohammad Haneefa
8 - Yodakandiya	Mahamarakkalage Manjula Nirmalee
9 - Ranakeliya	Vitharana Gamage Suraj Priyashan
10 - Magama	Ruwanpathiranage Jayarathna
11 - Tissamaharama	Godella Waththa Arachchige Priyantha Sisira Kumara
12 - Nedigamwila	Suramya Weerasingha
13 - Tissapura	Liyana Patabendige Prema Rohana
