ward	name
1 - Siyambalapitiya	Pooja Prabudini Warnakulasooriya
2 - Puwakdeniya	Wickramage Sarath Ashoka Wasantha Kumara Dharmasena
3 - Kalugalla	Rankoth Pedige Chandana Nuwan Gunarathna
4 - Paranagampola	Kalu Arachchillage Nawarathna Bandara
5 - Ambanpitiya	Kelambe Arachchilage Gamini Wasantha Kumara
6 - Paragammana	Ilandarage Lalith Wijesinghe
7 - Ekiriyagala	Hilbathdeniye Mudiyanselage Indika Asanka Bandara
8 - Karandupana	Dewatha Pedige Mahinda Kumara
9 - Deewela	Madugalla Mudiyanselage Anuradha Indrajith
10 - Hettimulla	Nelundeniyalage Champika Chithrangani Senavirathna
11 - Makoora	Agampodige Karunasena
12 - Malavita	Haputhale Widanalage Priyanka Bandara Senanayaka
13 - Hungampola	Mahimi Bandara Marapana Ralahamillage Senaka Thusira Kumara Marapana
14 - Meedeniya	Rajapakshalage Sunil Rajapaksha
15 - Alapalawala	Delanka Pedige Prashantha Senarathna
16 - Eregama	Ilwane Pahala Walawwe Dhananjaya Bandara Dharmarathna
17 - Ungugoda	Narasingha Arachchilage Indunil Prasanna Narasingha
18 - Bogala	Pahala Kapurallage Renuka Nilmini Thilak Kumari
19 - Ganthuna	Sakra Pedige Karunathilaka
